Robby Fabbri,DET,1996-10-19,1000.0,C,30,10,8,17,34
Dante Fabbro,NSH,1999-10-19,1000.0,D,40,2,10,57,32
Radek Faksa,DAL,1994-10-20,1000.0,C,55,6,8,45,100
Joel Farabee,PHI,2001-10-18,1000.0,LW,55,20,18,21,48
Jesper Fast,CAR,1992-10-20,1000.0,RW,46,6,13,23,78
Justin Faulk,STL,1993-10-20,1000.0,D,56,7,18,87,127
Mario Ferraro,SJS,1999-10-19,1000.0,D,56,1,16,96,155
Kevin Fiala,MIN,1997-10-19,1000.0,LW,50,20,20,13,27
Valtteri Filppula,DET,1985-10-22,1000.0,C,38,6,9,15,9
Christian Fischer,ARI,1998-10-19,1000.0,RW,52,3,8,27,148
Haydn Fleury,TOT,1997-10-19,1000.0,D,47,3,1,55,63
Haydn Fleury,CAR,1997-10-19,1000.0,D,35,1,0,40,46
Warren Foegele,CAR,1997-10-19,1000.0,LW,53,10,10,12,60
Marcus Foligno,MIN,1992-10-20,1000.0,LW,39,11,15,17,109
Nick Foligno,TOT,1988-10-21,1000.0,LW,49,7,13,37,133
Nick Foligno,CBJ,1988-10-21,1000.0,LW,42,7,9,35,109
Callan Foote,TBL,1999-10-19,1000.0,D,35,1,2,29,39
Derek Forbort,WPG,1993-10-20,1000.0,D,56,2,10,115,80
Gustav Forsling,FLA,1997-10-19,1000.0,D,43,5,12,42,30
Liam Foudy,CBJ,2001-10-18,1000.0,C,24,0,4,5,13
Cam Fowler,ANA,1992-10-20,1000.0,D,56,5,18,36,27
Adam Fox,NYR,1999-10-19,1000.0,D,55,5,42,102,23
Trent Frederic,BOS,1999-10-19,1000.0,C,42,4,1,15,61
Sam Gagner,DET,1990-10-21,1000.0,C,42,7,8,14,5
Alex Galchenyuk,TOT,1995-10-20,1000.0,C,34,5,8,10,44
Alex Galchenyuk,TOR,1995-10-20,1000.0,C,26,4,8,9,32
Brendan Gallagher,MTL,1993-10-20,1000.0,RW,35,14,9,12,46
Dylan Gambrell,SJS,1997-10-19,1000.0,C,49,5,7,54,77
Jake Gardiner,CAR,1991-10-21,1000.0,D,26,0,8,15,15
Rhett Gardner,DAL,1997-10-19,1000.0,C,28,1,1,11,52
Adam Gaudette,TOT,1997-10-19,1000.0,C,40,5,6,22,16
Adam Gaudette,VAN,1997-10-19,1000.0,C,33,4,3,20,12
Julien Gauthier,NYR,1998-10-19,1000.0,RW,30,2,6,9,56
Vladislav Gavrikov,CBJ,1996-10-19,1000.0,D,55,2,10,77,69
Morgan Geekie,CAR,1999-10-19,1000.0,C,36,3,6,6,28
Ryan Getzlaf,ANA,1986-10-22,1000.0,C,48,5,12,46,66
Mark Giordano,CGY,1984-10-22,1000.0,D,56,9,17,110,51
